Location,Carpet Area,Bedroom,Bathroom,Avaliability,Condition(Resale =  0/NewSale = 1),Super Area,Year of Construction,Floor,Flooring,Furnishing,Parking,Swimming Pool,Gymnasium,Power Backup,Jogging Track,Club House,Rain Water Harvesting,Court,Class_Price,Final Price
Whitefield,735,2,2,Jan-20,1,845,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 7,3456000
Mysore Road,2400,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,0,1,Class 8,4000000
HSR Layout Sector 4,4567,4,6,Ready To Move,1,5869,2017,0,Marble Flooring,Fully Furnished,1,0,0,1,0,0,1,0,Class 155,77500000
Whitefield,1143,3,3,Jan-20,1,1268,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4625000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Varthur,1126,3,3,Ready To Move,1,1655,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 1,100000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Hoodi,1411,3,3,Jun-21,1,1660,Under Construction,6,Vitrified Tiles,Semi Furnished,1,0,1,0,0,1,1,1,Class 22,11000000
Marathahalli,1000,2,2,Ready To Move,0,1200,Under Construction,0,Mosaic Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 26,12800000
Thanisandra Main Road,925,3,2,Jun-22,1,1371,Under Construction,4,Vitrified Tiles,Not Furnished,1,1,1,1,1,1,1,1,Class 16,7900000
Gottigere,406,2,2,Ready To Move,1,580,Under Construction,0,Vitrified Tiles,Not Furnished,0,0,0,0,0,0,0,0,Class 4,1800000
Whitefield,623,2,2,Jan-20,1,888,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 9,4460000
Horamavu,1024,3,3,Ready To Move,0,1280,2015,2,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 12,5800000
Kanakapura,700,2,2,Ready To Move,1,1000,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 9,4500000
Kanakapura,700,2,2,Ready To Move,1,1000,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 9,4500000
Vishweshwaraiah Layout,840,2,2,Ready To Move,1,1200,Under Construction,0,Vitrified Tiles,Not Furnished,0,0,0,0,0,0,0,0,Class 8,4000000
Kaval Byrasandra,1470,4,5,Ready To Move,1,2100,Under Construction,0,Vitrified Tiles,Not Furnished,0,0,0,0,0,0,0,0,Class 19,9198000
Whitefield Road,880,3,3,Oct-21,1,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,5656000
Whitefield Road,592,2,2,Oct-19,1,845,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4565000
Whitefield Road,455,2,2,Jun-20,1,650,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 7,3324000
AECS Layout,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 20,9600000
Bannerghatta Road,928,2,2,Ready To Move,1,1160,Under Construction,1,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,0,Class 10,4638000
Mahadevpura,1250,2,2,Ready To Move,0,1450,2004,3,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 19,9500000
Whitefield,3426,4,4,Aug-23,1,3426,Under Construction,0,Marble Flooring,Semi Furnished,1,1,1,1,0,1,1,1,Class 52,26000000
Sarjapur Road,1318,3,3,Ready To Move,1,1550,2018,18,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 16,7905000
Attur Layout,875,3,3,Ready To Move,1,1250,Under Construction,0,Vitrified Tiles,Not Furnished,0,0,0,0,0,0,0,0,Class 24,12000000
TC Palya Road,560,2,2,Ready To Move,1,800,Under Construction,0,Vitrified Tiles,Not Furnished,0,0,0,0,0,0,0,0,Class 12,5799000
Devanahalli,840,2,2,Dec-19,1,1200,Under Construction,0,Vitrified Tiles,Not Furnished,0,0,0,0,0,0,0,0,Class 13,6199000
Whitefield,878,3,3,Mar-20,1,1254,Under Construction,0,Vitrified Tiles,Fully Furnished,0,0,0,0,0,0,0,0,Class 11,5423000
Whitefield,878,3,3,Jun-20,1,1254,Under Construction,0,Vitrified Tiles,Fully Furnished,0,0,0,0,0,0,0,0,Class 11,5400000
Whitefield,873,3,3,Jan-20,1,1247,Under Construction,0,Vitrified Tiles,Fully Furnished,0,0,0,0,0,0,0,0,Class 12,5630000
Hosur Road,1050,2,2,Ready To Move,1,1500,Under Construction,0,Vitrified Tiles,Not Furnished,0,0,0,0,0,0,0,0,Class 3,1275000
Whitefield,630,2,2,Jul-20,1,900,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4719000
Whitefield,592,2,2,Jan-20,1,845,Under Construction,0,Vitrified Tiles,Fully Furnished,0,0,0,0,0,0,0,0,Class 10,4630000
Chansandra,595,2,2,Jan-20,1,850,Under Construction,0,Vitrified Tiles,Fully Furnished,0,0,0,0,0,0,0,0,Class 10,4630000
Kodipur,1015,3,3,Ready To Move,1,1450,Under Construction,0,Vitrified Tiles,Not Furnished,0,0,0,0,0,0,0,0,Class 13,6498000
Kodipur,1015,3,3,Ready To Move,1,1450,Under Construction,0,Vitrified Tiles,Not Furnished,0,0,0,0,0,0,0,0,Class 13,6500000
Jigani Anekal Road,700,2,2,Ready To Move,1,1000,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 8,4000000
Jigani Road,700,2,2,Ready To Move,1,1000,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 8,3900000
Horamavu Agara,3000,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 19,9500000
Singasandra,5000,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 75,37500000
Electronic City Phase I,1250,3,3,Ready To Move,0,1650,2018,8,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 22,11000000
Subramanyapura,1488,3,3,Apr-21,1,1750,Under Construction,9,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 20,9800000
Thanisandra,2400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,0,Class 56,27600000
Hosur Road,700,2,2,Dec-22,1,700,Under Construction,10,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 5,2300000
Domlur,1500,3,3,Oct-19,1,1606,1999,2,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,0,Class 24,12000000
Mysore Road,1533,3,3,Dec-20,1,1916,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,0,0,1,Class 21,10300000
Narasapura,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 3,1500000
Richards Town,2080,3,3,Ready To Move,0,2600,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 70,35000000
Begur Road,1028,2,2,Dec-19,1,1210,Under Construction,4,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 16,7900000
Bannerghatta Road,1197,2,2,Ready To Move,1,1197,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 15,7200000
K R Puram,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 14,6600000
Jakkur,1141,3,3,Ready To Move,1,1660,2014,11,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 19,9500000
Sarjapur Road,1243,3,3,Ready To Move,1,1657,2019,15,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 21,10400000
Yelahanka,1612,4,3,May-22,1,2300,Under Construction,3,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 27,13500000
Kanakapura Road,1019,2,2,Ready To Move,0,1274,2019,12,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 1,100000
Mahadevpura,1075,3,2,Ready To Move,0,1536,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 1,100000
Whitefield,1264,3,3,Aug-22,1,1488,Under Construction,5,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,0,1,Class 19,9225000
Hebbal,1718,4,4,Dec-23,1,2500,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 51,25200000
Hennur Road,1351,3,3,Mar-20,1,1590,Under Construction,4,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 17,8268000
Varthur,851,2,2,Ready To Move,0,1216,2019,6,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,0,1,Class 17,8500000
Whitefield,1896,4,4,Jan-20,1,2096,Under Construction,0,Granite,Semi Furnished,1,0,0,0,0,0,0,0,Class 19,9100000
Electronic City Phase II,1035,2,2,Ready To Move,1,1035,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,5900000
Hennur Road,1382,3,3,Ready To Move,1,1482,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 22,11000000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Whitefield,1240,2,2,Dec-22,1,1240,Under Construction,10,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 12,6000000
Bellandur,3400,4,4,Ready To Move,0,3600,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,0,0,Class 62,31000000
Whitefield,1764,3,3,Ready To Move,1,2768,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 32,16000000
Bagaluru,675,2,2,Dec-23,1,795,Under Construction,5,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,0,Class 7,3420000
Whitefield,1950,3,3,Ready To Move,0,2247,2009,3,Marble Flooring,Semi Furnished,1,1,1,0,0,1,1,0,Class 25,12500000
Old Madras Road,772,2,2,Dec-19,1,1100,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,0,0,0,1,0,0,Class 12,5550000
Chansandra,875,3,3,Dec-19,1,1275,2019,0,Vitrified Tiles,Semi Furnished,1,1,0,1,0,1,0,0,Class 12,5654000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Akshayanagar,920,4,2,Ready To Move,0,1150,Under Construction,0,Granite,Semi Furnished,1,0,0,0,0,0,0,0,Class 16,8000000
Yelahanka,2254,4,5,Ready To Move,1,3450,Under Construction,4,Vitrified Tiles,Not Furnished,1,0,1,0,1,0,0,1,Class 37,18300000
RajajiNagar,3243,4,4,Ready To Move,1,3243,2019,15,Marble Flooring,Semi Furnished,1,1,1,0,1,1,1,1,Class 100,50000000
Doddaballapur Road,1194,3,3,Ready To Move,1,1364,2019,15,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 20,9889000
Haralur Road,866,3,3,Aug-20,1,1541,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,0,0,Class 14,7000000
Anekal,1378,3,3,Nov-21,1,2076,Under Construction,0,Marble Flooring,Not Furnished,1,0,0,0,0,0,0,0,Class 30,14700000
Yelahanka,868,2,2,Ready To Move,0,1240,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 13,6200000
Bannerghatta Road,1197,2,2,Ready To Move,1,1197,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 15,7200000
CV Raman Nagar,1110,2,2,Ready To Move,1,1388,Under Construction,12,Vitrified Tiles,Not Furnished,1,1,1,0,0,0,0,1,Class 23,11100000
J.P. Nagar,1800,3,4,Ready To Move,0,2100,2008,4,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 37,18200000
K R Puram,1050,2,2,Dec-19,1,1295,2019,2,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 12,5827000
Hennur Road,862,2,2,Ready To Move,1,1232,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 17,8500000
HAL 2nd Stage,1318,3,3,Dec-20,1,1551,Under Construction,4,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 36,18000000
Sahakara Nagar,1375,3,3,Oct-19,0,1671,Under Construction,5,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,0,Class 24,11600000
Malleswaram,1134,3,2,Ready To Move,0,1475,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 28,14000000
Mahadevpura,950,2,2,Ready To Move,0,1260,2016,5,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 17,8400000
Sathanur,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,6000000
Sathanur,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,6000000
Sathanur,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,6000000
Bannerghatta Road,1830,3,3,Ready To Move,0,2288,2016,4,Wooden,Semi Furnished,1,1,1,0,1,1,0,1,Class 21,10500000
Kodigehalli,1175,3,2,Ready To Move,1,1535,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,0,Class 15,7500000
Nagavara,2119,3,3,Oct-19,0,2479,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 34,17000000
Whitefield,745,2,1,Jun-20,1,845,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,0,Class 10,4583000
Whitefield,1157,3,3,Apr-20,1,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 12,5656000
Chikkalasandra,1120,3,2,Ready To Move,1,1400,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,1,0,0,0,1,0,Class 13,6300000
Thanisandra,1375,3,3,Ready To Move,0,1881,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,0,0,Class 20,9600000
Bellandur,2666,3,3,Ready To Move,0,2666,Under Construction,2,Vitrified Tiles,Not Furnished,0,0,0,0,0,0,0,0,Class 40,20000000
Begur Road,1300,2,2,Ready To Move,1,1372,Under Construction,7,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 1,100000
Thanisandra,1300,2,2,Ready To Move,1,1365,Under Construction,6,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 16,7800000
Mahadevpura,1227,3,3,Ready To Move,1,1543,Under Construction,2,Ceramic,Semi Furnished,1,0,1,0,0,0,1,0,Class 19,9049000
Jigani,650,3,2,Ready To Move,0,720,Under Construction,6,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 7,3100000
Devanahalli,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,5000000
Kumaraswamy Layout,1200,3,3,Ready To Move,1,1250,Under Construction,3,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 16,7600000
Junnasandra,1200,2,2,Ready To Move,0,1250,Under Construction,1,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 12,6000000
Chandapura,650,2,1,Ready To Move,1,718,Under Construction,8,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 6,2700000
HSR Layout,1450,3,3,Ready To Move,0,1550,2017,0,Vitrified Tiles,Semi Furnished,1,0,0,1,0,0,1,0,Class 23,11200000
Whitefield,1494,3,3,Ready To Move,1,2075,Under Construction,12,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 25,12500000
Kadugodi,973,2,2,Dec-20,1,1217,2019,2,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,0,Class 11,5412000
Off Sarjapur road,835,2,2,Dec-19,1,1161,Under Construction,9,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,0,Class 13,6500000
Varthur,1189,3,3,Dec-20,1,1665,Under Construction,14,Vitrified Tiles,Not Furnished,0,1,1,1,0,1,1,1,Class 19,9283000
Devanahalli,2584,4,4,Dec-21,1,2584,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,1,1,1,1,Class 25,12500000
Kanakapura Road,1200,2.707216124,2.743836602,Dec-19,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 7,3180000
Raja Rajeshwari Nagar,1300,2,2,Ready To Move,1,1350,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 15,7500000
Horamavu Agara,1600,3,3,Ready To Move,1,1623,Under Construction,12,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 22,10900000
Budigere,1130,2,2,Ready To Move,1,1170,Under Construction,10,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 15,7500000
Whitefield,758,2,2,Apr-20,1,858,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 10,4613000
Whitefield,2100,3,4,Ready To Move,0,2892,2015,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,0,1,0,Class 49,24400000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Whitefield,3030,4,4,Ready To Move,0,4041,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,0,Class 72,36000000
Bangalore- Hyderabad Highway Road,2400,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 5,2200000
HSR Layout,2200,3,3,Ready To Move,0,2400,2017,0,Vitrified Tiles,Semi Furnished,1,0,0,1,0,0,1,0,Class 22,10600000
Kodigehalli,1715,3,3,Ready To Move,0,2450,2016,0,Marble Flooring,Semi Furnished,1,0,0,0,0,0,0,0,Class 55,27500000
Talaghattapura,1050,2,2,Ready To Move,0,1296,Under Construction,9,Vitrified Tiles,Not Furnished,1,1,1,0,1,0,0,0,Class 17,8300000
Jalahalli East,790,0,1,Ready To Move,1,800,2019,8,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 8,3900000
Whitefield,745,2,2,Apr-20,1,845,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,0,Class 10,4583000
Lakshmipura,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 8,4000000
Devanahalli,1500,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 8,3750000
Old Madras Road,4275,4,5,Ready To Move,1,5030,2018,4,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 57,28100000
Gubalala,550,4,6,Ready To Move,0,600,2012,0,Granite,Semi Furnished,1,0,0,1,0,0,0,0,Class 22,11000000
Brookefield,1400,3,3,Ready To Move,0,1720,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,0,Class 20,9900000
Hosur Road,640,3,3,Dec-22,1,914,Under Construction,0,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 8,3780000
Hosur Road,526,2,2,Dec-22,1,752,Under Construction,0,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 7,3196000
Hosur Road,489,2,2,Dec-22,1,698,Under Construction,0,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 7,3001000
Hulimavu,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 15,7500000
Jakkur,1932,3,3,Jul-23,1,1932,Under Construction,12,Marble Flooring,Semi Furnished,1,1,1,0,1,1,1,0,Class 30,15000000
Whitefield,880,3,3,Apr-20,1,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 12,5656000
Marathahalli-Sarjapur Outer Ring Road,910,2,2,Ready To Move,1,1105,2016,10,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 15,7400000
Budigere,2000,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 15,7400000
Whitefield,1509,3,4,Aug-23,1,2033,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 32,16000000
Hosa Road,1132,3,3,May-21,1,1470,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,0,0,0,Class 18,8800000
Sarjapur Road,1331,2,3,Dec-19,1,1664,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,0,Class 16,7820000
Kanakapura Road,1850,3,5,Ready To Move,0,2140,2017,9,Vitrified Tiles,Not Furnished,0,1,1,0,0,1,1,1,Class 38,19000000
Sarjapur Road,1717,4,4,Ready To Move,1,2454,2019,7,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 36,18000000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Whitefield,720,2,2,Ready To Move,0,900,Under Construction,3,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 7,3500000
Thanisandra,1121,3,3,Ready To Move,1,1602,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 11,5126000
Thanisandra,977,3,3,Ready To Move,1,1396,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 9,4467000
Thanisandra,844,2,2,Ready To Move,1,1206,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 8,3859000
RajajiNagar,3421,4,5,Ready To Move,0,3526,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,0,1,Class 106,53000000
Kanakapura Road,2400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 25,12500000
JP Nagar,1176,3,3,Ready To Move,0,1680,2012,8,Vitrified Tiles,Fully Furnished,1,1,1,1,0,1,1,0,Class 30,15000000
Banashankari,1043,2,2,Ready To Move,1,1304,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,0,Class 22,11000000
Off Sarjapur road,1099,3,3,Dec-20,1,1518,2019,5,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 18,8791000
Kanakapura Road,1393,3,3,Ready To Move,1,1990,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 23,11200000
Harlur,792,2,2,Jun-20,1,1100,2019,2,Vitrified Tiles,Not Furnished,0,1,1,0,0,1,1,0,Class 10,4675000
Whitefield,2516,4,4,Ready To Move,1,3594,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 56,27800000
Whitefield,1381,3,3,Ready To Move,1,1973,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 24,11900000
Whitefield,592,2,2,Mar-20,1,845,Under Construction,0,Mosaic Tiles,Semi Furnished,0,1,1,1,0,1,1,1,Class 10,4520000
Mysore Road,705,2,2,Ready To Move,1,940,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,1,Class 10,4800000
Doddaballapur Road,5000,4,5,Ready To Move,1,6000,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 33,16500000
Doddaballapur Road,5000,4,5,Ready To Move,1,6000,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 33,16500000
Subramanyapura,975,2,2,Apr-21,1,1147,Under Construction,6,Granite,Semi Furnished,1,1,1,0,1,1,1,1,Class 14,7000000
Kudlu Gate,1329,3,3,Ready To Move,1,1564,2018,14,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 19,9500000
Whitefield,745,3,3,Apr-20,1,845,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 12,5656000
Koramangala,1502,3,3,Dec-22,1,2145,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 39,19300000
Kanakapura Road,1216,3,3,Ready To Move,1,1430,2019,5,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 15,7200000
Whitefield,4000,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 56,28000000
Huskur,1001,2,3,Dec-19,1,1348,Under Construction,0,Granite,Semi Furnished,1,1,1,0,1,1,1,1,Class 14,6759000
Bannerghatta Road,1050,3,3,Ready To Move,1,1500,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 18,8694000
Jalahalli East,1300,3,2,Ready To Move,1,1300,2019,6,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 13,6435000
Nagarbhavi,1255,2,2,Ready To Move,1,1350,2018,4,Vitrified Tiles,Semi Furnished,1,0,1,0,1,1,1,0,Class 10,5000000
